Country Name,Country Code,Series Name,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Kyrgyz Republic,KGZ,Access to electricity (% of population),99.57141113,99.57012177,100,99.54150391,99.51182556,99.44230769,98.89,99.54,99.51,99.5,99,98.32,99.8,98.93,99.8,98.69,99.71,100,100,99.88175201
Uruguay,URY,Access to electricity (% of population),97.55148315,97.70074463,97.84171295,97.97322083,98.09409332,98.20329285,98.505426,98.692636,98.784355,99.1,99.3,99.17,99.6,99.611808,99.657085,99.70948,99.7,99.8,99.8,99.9
Turkmenistan,TKM,Access to electricity (% of population),99.6,99.72142792,99.73254395,99.73419189,99.72519684,99.70454407,99.8413328,99.641922,99.61226654,99.59204102,100,99.88415527,99.89390564,99.88236237,99.93029022,100,99.99401093,100,100,99.9
Bhutan,BTN,Access to electricity (% of population),31.15,40.09151077,44.04301453,41.1,51.91645432,59.80811164,59.74679565,71.8,67.56508636,71.48524475,73.28291087,81.68799591,91.5,87.37114716,91.39948273,95.44389343,99.50035858,97.7,99.96877289,100
Lao PDR,LAO,Access to electricity (% of population),42.48462296,45.27884674,46.3,48,53.60709,57.2,57.0410587,54.96,66,67.34804535,70.11830139,70,76.36662775,79.51023865,83.17922974,89.7,90.77253723,93.6,98.07460022,100
Fiji,FJI,Access to electricity (% of population),75.71011353,77.01029205,79.63,80,80.85640717,82.11653137,83.36753082,88.9,86.16,87.12715149,89.1906662,90.10233307,91.02597809,91.75,93.74333954,95.12813568,96.5249939,96,99.33879089,100
St. Vincent and the Grenadines,VCT,Access to electricity (% of population),79.84091187,82.41,82.47047424,83.77164459,85.06217957,86.34104919,87.61078644,88.79,90.14733887,91.42662811,92.72158051,94.03842163,95.38168335,96.74906158,98.13652802,99.54006958,99.76855469,99.97125244,100,100
Dominica,DMA,Access to electricity (% of population),80.96955109,82.31006622,87.7,84.965065,86.27719116,87.57765198,88.86898041,90.15726471,90.9,92.7496109,94.06615448,95.40458679,96.76944733,98.15841675,99.56747437,99.77677155,99.97296906,100,100,100
Maldives,MDV,Access to electricity (% of population),83.8,87.51950836,88.41437531,89.2997818,90.17454529,91.03765106,91.89161682,92.74253845,93.59664154,99.9,99.41575623,99.48480225,99.53594971,99.5657959,100,99.79016113,100,99.8,100,100
El Salvador,SLV,Access to electricity (% of population),84.519249,87.063829,87.54906,86.961151,87.357045,87.525839,89.201467,91.109558,91.000227,91.08402,91.580238,92.574686,93.680571,95.043105,95.125416,95.4,96,96.8,97,100
Dominican Republic,DOM,Access to electricity (% of population),88.764932,89.791362,89.749814,89.173808,90.316567,90.141224,90.118148,96.876342,97.576197,97.85776,98.145414,97.898872,97.86705,98.385853,98.470979,98.560364,98.9,100,98.9,100
Paraguay,PRY,Access to electricity (% of population),89.24497986,91.04207,91.666443,92.558399,93.249876,94.686886,96.749045,96.452771,96.677896,96.891335,97.43086,98.23656,97.835616,99.015884,99.000716,99.331532,98.4,99.3,99.6,100
Trinidad and Tobago,TTO,Access to electricity (% of population),91.29,96.63881683,96.89418793,97.14009857,97.37535858,97.59896088,100,100,100,99,100,100,100,100,100,100,100,100,100,100
Aruba,ABW,Access to electricity (% of population),91.660398,100,100,100,100,100,100,100,100,100,93.35629215,100,100,100,100,100,100,100,100,100
Ecuador,ECU,Access to electricity (% of population),93.53726196,93.89373016,94.24191284,94.973044,94.90869904,95.83265,96.315259,96.812618,97.206576,96.470862,97.462142,96.872699,97.194929,98.034674,98.976067,98.825883,98.7,99.2,98.7,100
Seychelles,SYC,Access to electricity (% of population),94.02639008,94.37985992,96.1,95.0607605,95.38583374,95.69924927,99,96.30476379,96.60917664,96.92301941,97,98.07936859,98.32720947,98,100,100,100,100,100,100
Tunisia,TUN,Access to electricity (% of population),94.8,97.3,97.8,98.4,99,99.3,99.4,99.4,99.4,99.5,99.5,99.5,99.5,99.7,99.8,99.9,100,100,99.8,100
St. Kitts and Nevis,KNA,Access to electricity (% of population),94.86717987,93.53,95.52306366,95.83739471,96.14108276,96.4331131,96.71600342,96.99584961,97.27887726,97.57132721,99.94722748,100,100,100,100,100,100,100,100,100
Argentina,ARG,Access to electricity (% of population),95.44536591,95.51106347,96.04728699,96.33463287,96.61134338,96.87638855,97.13230133,97.38516998,97.64122009,97.90668488,98.82,99.0802002,99.22885895,99.35622406,100,99.81168365,99.95601654,100,100,100
Turks and Caicos Islands,TCA,Access to electricity (% of population),95.6,94.79156494,95.13632202,95.47160339,95.79624939,96.10923767,96.41308594,96.71389008,97.01787567,100,100,100,93.1,100,100,100,100,100,100,100
British Virgin Islands,VGB,Access to electricity (% of population),96.70508575,96.89098358,97.06859589,97.23674011,97.39424896,97.54009247,97.67680359,97.81046295,97.94730377,98.09357452,99.05440521,99.1738205,99.27532959,99.35554504,99.46909332,100,100,100,100,100
China,CHN,Access to electricity (% of population),96.93087006,97.21321869,97.4872818,97.75187683,98.00583649,98.2481308,98.48129272,98.71140289,98.94470215,99.18741608,99.7,99.85722351,99.96487427,99.99700928,100,100,100,100,100,100
Antigua and Barbuda,ATG,Access to electricity (% of population),97.45578003,97.60110474,100,97.86569977,97.98262787,92.2,100,100,100,98.47905731,98.60040283,94.55201403,100,100,100,100,100,100,99.99972534,100
"Egypt, Arab Rep.",EGY,Access to electricity (% of population),97.7,97.3451767,97.56305695,98.8,97.96924591,99.4,99.04,98.5062561,99.8,98.86990356,99.44637299,99.48725128,99.7,99.82130432,99.8,99.3,100,100,100,100
"Iran, Islamic Rep.",IRN,Access to electricity (% of population),97.9,98.11628723,98.24790955,98.37006378,98.48157501,98.58142853,98.4,98.7598114,98.85066223,99.71,99.64732361,99.69103241,99.71684265,99.83,100,99.96,99.95,99.94,100,100
Palau,PLW,Access to electricity (% of population),97.91555786,98.02062225,98.11740112,98.20471191,98.28138733,98.91650733,98.40227509,98.45510101,98.51111603,98.57655334,98.65763855,98.76062775,97.63042631,99.04354858,99.8103,99.40684509,100,100,100,100
Chile,CHL,Access to electricity (% of population),97.938687,97.13110352,97.33703613,98.782325,97.71933746,97.89350891,99.368108,98.22052002,98.38568878,99.593662,99.64228821,99.588193,100,99.6,100,99.714844,100,99.7,100,100
Mexico,MEX,Access to electricity (% of population),98.007132,97.14319611,97.897085,97.50493622,98.597701,98.932728,99.11416,98.11062622,98.914037,98.409729,99.236696,99.06409454,99.111637,99.23202515,99.172928,99,99.5,100,99.5,100
Jordan,JOR,Access to electricity (% of population),98.85403442,98.94203949,99.5,99.09201813,99.17343682,99.19959259,100,98.8,100,99.4,100,99.71602631,99.5,99.76028442,99.88537598,99.96422577,99.99480438,100,99.9,100
Armenia,ARM,Access to electricity (% of population),98.9,100,98,99.22579956,99.24093628,99.8,99.23873901,99.23002625,99.22450256,99.22839355,99.8,99.60435486,99.61703491,99.42,99.71,100,99.8,99.7,99.9,100
"Venezuela, RB",VEN,Access to electricity (% of population),98.9,99.9,99.8,95.7,99.1,98.93270111,99.3,98.93862152,98.9432373,98.95727539,99.09267426,98.84,99.20826721,99.23580933,100,100,99.4,99.2,99.90830231,100
Azerbaijan,AZE,Access to electricity (% of population),98.90822245,98.62342072,100,98.97785187,99.13969421,99.28987885,99.5,99.56891632,99.7101059,99.86070251,99.94705963,99.9,100,100,100,100,100,100,100,100
Mauritius,MUS,Access to electricity (% of population),99,99.24628448,99.4,99.21391296,99.18235779,99.13913727,99.08678436,99.0313797,98.97916412,98.93636322,99.58998108,99.6,99.49635315,99.41928864,99.37555695,99.4298172,99.54343414,99.61,99.42006683,100
Nauru,NRU,Access to electricity (% of population),99.33805847,99.3480072,99.34966278,99.34185028,99.3234024,99.29328918,99.25404358,99.8,99.17263794,99.14295197,99.12892151,99,99.17106628,99.22946167,99.30794525,99,99.65935516,99.88204956,99.91926575,100
Kazakhstan,KAZ,Access to electricity (% of population),99.47368622,99.65,99.81,99.92,99.96,100,99.76654765,100,100,100,100,99.79746835,100,100,100,100,100,100,100,100
Uzbekistan,UZB,Access to electricity (% of population),99.57293701,99.62465668,99.7,99.70204163,99.72536469,99.7370224,99.4900961,99.73902893,99.74168396,99.75376892,99.7815094,99.83113861,99.90933228,99.96624756,99.99420166,100,100,100,100,100
Albania,ALB,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,99.9,100,99.95,99.98,99.89,99.89,100,100
Andorra,AND,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Australia,AUS,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Austria,AUT,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"Bahamas, The",BHS,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bahrain,BHR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Barbados,BRB,Access to electricity (% of population),100,100,100,100,99.99882507,99.99047852,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belarus,BLR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Belgium,BEL,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bermuda,BMU,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bosnia and Herzegovina,BIH,Access to electricity (% of population),100,99.4,98.5,100,100,100,99.38727699,99.7,100,100,100,99.70578055,100,99.5,100,99.7,100,100,100,100
Brunei Darussalam,BRN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Bulgaria,BGR,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Canada,CAN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Cayman Islands,CYM,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Channel Islands,CHI,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Croatia,HRV,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Curacao,CUW,Access to electricity (% of population),100,100,100,100,100,100,99.99783325,99.98529816,99.9539032,99.90898132,100,100,100,100,100,100,100,100,100,100
Cyprus,CYP,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Czech Republic,CZE,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Denmark,DNK,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Estonia,EST,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Faroe Islands,FRO,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Finland,FIN,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
France,FRA,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
French Polynesia,PYF,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Germany,DEU,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Gibraltar,GIB,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
Greece,GRC,Access to electricity (% of population),100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
